"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"послужных","послужны'х","001","1","masc","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ы'х"
"изурочный","изуро'чный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","о'чный"
"лепестком","лепестко'м","001","1","masc","S","S,муж,неод=твор,ед","о'м"
"оса","оса'","01","1","masc","S","S,жен,од=им,ед","са'"
"породнился","породни'лся","0010","10","fem","V","V,сов,нп=прош,ед,изъяв,муж","и'лся"
"согнутся","согну'тся","010","10","fem","V","V,нп=непрош,мн,изъяв,3-л,сов","у'тся"
"отбою","отбо'ю","010","10","fem","S","S,муж,неод=дат,ед","о'ю"
"набить","наби'ть","01","1","masc","V","V,пе=инф,сов","и'ть"
"карманов","карма'нов","010","10","fem","S","S,муж,неод=род,мн","а'нов"
"набитый","наби'тый","010","10","fem","V","V,пе=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)","и'тый"
"отбить","отби'ть","01","1","masc","V","V,пе=инф,сов","и'ть"
"ермолов","ермоло'в","001","1","masc","S","S,фам,муж,од=им,ед","о'в"
"бойня","бо'йня","10","10","fem","S","S,жен,неод=им,ед","о'йня"
"добивался","добива'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"оттоманской","оттома'нской","0010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'нской"
"морозом","моро'зом","010","10","fem","S","S,муж,неод=твор,ед","о'зом"
"кадить","кади'ть","01","1","masc","V","V,несов,пе=инф","и'ть"
"куплет","купле'т","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","е'т"
"послышных","послы'шных","010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ы'шных"
"указный","ука'зный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'зный"
"сопостаты","сопоста'ты","0010","10","fem","S","S,муж,од=им,мн","а'ты"
"секирой","секи'рой","010","10","fem","S","S,жен,неод=твор,ед","и'рой"
"документы","докуме'нты","0010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","е'нты"
"романтизма","романти'зма","0010","10","fem","S","S,муж,неод=род,ед","и'зма"
"похвальный","похва'льный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'льный"
"развёрнул","развё'рнул","010","10","fem","V","V,пе=прош,ед,изъяв,муж,сов","ё'рнул"
"строфой","строфо'й","01","1","masc","S","S,жен,неод=твор,ед","о'й"
"провозгласил","провозгласи'л","0001","1","masc","V","V=прош,ед,изъяв,муж,сов","и'л"
"беса","бе'са","10","10","fem","S","S,муж,од=(вин,ед|род,ед)","е'са"
"измаила","изма'ила","0100","100","dactylic","S","S,имя,муж,од=(вин,ед|род,ед)","а'ила"
"благоприятель","благоприя'тель","00010","10","fem","S","S,муж,од=им,ед","я'тель"
"ревнитель","ревни'тель","010","10","fem","S","S,муж,од=им,ед","и'тель"
"тумака","тумака'","001","1","masc","S","S,муж,неод=род,ед","ка'"
"крошка","кро'шка","10","10","fem","S","S,жен,неод=им,ед","о'шка"
"вспорхнуть","вспорхну'ть","01","1","masc","V","V,нп=инф,сов","у'ть"
"воркуйте","ворку'йте","010","10","fem","V","V,несов,нп=мн,пов,2-л","у'йте"
"съеднняя","съе'днняя","100","100","dactylic","S","S,жен,од=им,ед","е'днняя"
"вливали","влива'ли","010","10","fem","V","V=прош,мн,изъяв,несов,пе","а'ли"
"питался","пита'лся","010","10","fem","V","V,несов,нп=прош,ед,изъяв,муж","а'лся"
"преобразуя","преобразу'я","00010","10","fem","V","V=непрош,деепр,несов","у'я"
"сердечно","серде'чно","010","10","fem","ADV","ADV=","е'чно"
"угнетенной","угнетё'нной","0010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","ё'нной"
"предохраняет","предохраня'ет","00010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"томясь","томя'сь","01","1","masc","V","V,несов,нп=непрош,деепр","я'сь"
"дарить","дари'ть","01","1","masc","V","V,несов,пе=инф","и'ть"
"живодеры","живодё'ры","0010","10","fem","S","S,муж,од=им,мн","ё'ры"
"тирана","тира'на","010","10","fem","S","S,муж,од=(вин,ед|род,ед)","а'на"
"вплетает","вплета'ет","010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"вставить","вста'вить","10","10","fem","V","V,пе=инф,сов","а'вить"
"манил","мани'л","01","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","и'л"
"лихом","лихо'м","01","1","masc","S","S,сред,неод=твор,ед","о'м"
"ночлеге","ночле'ге","010","10","fem","S","S,муж,неод=пр,ед","е'ге"
"уживется","уживё'тся","0010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,сов","ё'тся"
"восстают","восстаю'т","001","1","masc","V","V,нп=непрош,мн,изъяв,3-л,несов","ю'т"
"неприметно","неприме'тно","0010","10","fem","ADV","ADV=","е'тно"
"сотряс","сотря'с","01","1","masc","V","V=прош,ед,изъяв,муж,сов","я'с"
"заревел","зареве'л","001","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","е'л"
"удручают","удруча'ют","0010","10","fem","V","V,пе=непрош,мн,изъяв,3-л,несов","а'ют"
"претерпеть","претерпе'ть","001","1","masc","V","V,пе=инф,сов","е'ть"
"помыслил","помы'слил","010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","ы'слил"
"знойным","зно'йным","10","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","о'йным"
"обнажен","обнажё'н","001","1","masc","V","V,пе=прош,ед,прич,кр,муж,сов,страд","ё'н"
"прозябает","прозяба'ет","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","а'ет"
"возвратно","возвра'тно","010","10","fem","ADV","ADV=","а'тно"
"кичливый","кичли'вый","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'вый"
"бедней","бедне'й","01","1","masc","A","A=срав","е'й"
"вчерашний","вчера'шний","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'шний"
"могилах","моги'лах","010","10","fem","S","S,жен,неод=пр,мн","и'лах"
"переживает","пережива'ет","00010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"вою","во'ю","10","10","fem","S","S,муж,неод=дат,ед","о'ю"
"сдружают","сдружа'ют","010","10","fem","V","V,пе=непрош,мн,изъяв,3-л,несов","а'ют"
"томимых","томи'мых","010","10","fem","V","V,несов,пе=(непрош,пр,мн,прич,полн,страд|непрош,вин,мн,прич,полн,страд,од|непрош,род,мн,прич,полн,страд)","и'мых"
"сливаюсь","слива'юсь","010","10","fem","V","V,нп=непрош,ед,изъяв,1-л,несов","а'юсь"
"расхищено","расхи'щено","0100","100","dactylic","V","V,пе=прош,ед,прич,кр,сред,сов,страд","и'щено"
"давней","да'вней","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'вней"
"являлись","явля'лись","010","10","fem","V","V,нп=прош,мн,изъяв,несов","я'лись"
"водометы","водомё'ты","0010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","ё'ты"
"ликовало","ликова'ло","0010","10","fem","V","V,несов,нп=прош,ед,изъяв,сред","а'ло"
"холода","холода'","001","1","masc","S","S,муж,неод=(вин,мн|род,ед|им,мн)","да'"
"воздавали","воздава'ли","0010","10","fem","V","V,пе=прош,мн,изъяв,несов","а'ли"
"взирали","взира'ли","010","10","fem","V","V,нп=прош,мн,изъяв,несов","а'ли"
"отцах","отца'х","01","1","masc","S","S,муж,од=пр,мн","а'х"
"пребывали","пребыва'ли","0010","10","fem","V","V,несов,нп=прош,мн,изъяв","а'ли"
"рубежах","рубежа'х","001","1","masc","S","S,муж,неод=пр,мн","а'х"
"облачилась","облачи'лась","0010","10","fem","V","V,нп=прош,ед,изъяв,жен,сов","и'лась"
"восходу","восхо'ду","010","10","fem","S","S,муж,неод=дат,ед","о'ду"
"увлекло","увлекло'","001","1","masc","V","V=прош,ед,изъяв,сред,сов","ло'"
"судило","суди'ло","010","10","fem","V","V,несов,пе=прош,ед,изъяв,сред","и'ло"
"опередила","опереди'ла","00010","10","fem","V","V=прош,ед,изъяв,жен,сов","и'ла"
"расту","расту'","01","1","masc","V","V,несов,нп=непрош,ед,изъяв,1-л","ту'"
"родни","родни'","01","1","masc","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ни'"
"восхищала","восхища'ла","0010","10","fem","V","V,пе=прош,ед,изъяв,жен,несов","а'ла"
"лёля","лё'ля","10","10","fem","S","S,имя,жен,од=им,ед","ё'ля"
"отучишь","оту'чишь","010","10","fem","V","V,сов,пе=непрош,ед,изъяв,2-л","у'чишь"
"разливай","разлива'й","001","1","masc","V","V=ед,пов,2-л,несов,пе","а'й"
"уберег","уберё'г","001","1","masc","V","V=прош,ед,изъяв,муж,сов","ё'г"
