"word","word_acc","stress_pattern","closure_pattern","closure","ending_st"
"смесился","смеси'лся","010","10","fem","и'лся"
"спрядут","спряду'т","01","1","masc","у'т"
"горб","го'рб","1","1","masc","о'рб"
"облекутся","облеку'тся","0010","10","fem","у'тся"
"отделенье","отделе'нье","0010","10","fem","е'нье"
"поною","поно'ю","010","10","fem","о'ю"
"раждаешь","ражда'ешь","010","10","fem","а'ешь"
"входи","входи'","01","1","masc","ди'"
"поучений","поуче'ний","0010","10","fem","е'ний"
"уважаешь","уважа'ешь","0010","10","fem","а'ешь"
"заглохнет","загло'хнет","010","10","fem","о'хнет"
"уничтожить","уничто'жить","0010","10","fem","о'жить"
"согрешает","согреша'ет","0010","10","fem","а'ет"
"исполняла","исполня'ла","0010","10","fem","я'ла"
"таили","таи'ли","010","10","fem","и'ли"
"обвенчали","обвенча'ли","0010","10","fem","а'ли"
"возвестят","возвестя'т","001","1","masc","я'т"
"ипсары","ипса'ры","010","10","fem","а'ры"
"мудрований","мудрова'ний","0010","10","fem","а'ний"
"несвоенравной","несвоенра'вной","00010","10","fem","а'вной"
"челобитной","челоби'тной","0010","10","fem","и'тной"
"беззаконный","беззако'нный","0010","10","fem","о'нный"
"независим","незави'сим","0010","10","fem","и'сим"
"непотребной","непотре'бной","0010","10","fem","е'бной"
"копил","копи'л","01","1","masc","и'л"
"щегольскою","щегольско'ю","0010","10","fem","о'ю"
"разогревшись","разогре'вшись","0010","10","fem","е'вшись"
"ограждаться","огражда'ться","0010","10","fem","а'ться"
"предубежден","предубеждё'н","0001'","0001'","other","ё'н"
"впускает","впуска'ет","010","10","fem","а'ет"
"рубикона","рубико'на","0010","10","fem","о'на"
"миртов","ми'ртов","10","10","fem","и'ртов"
"нимфу","ни'мфу","10","10","fem","и'мфу"
"рукопашный","рукопа'шный","0010","10","fem","а'шный"
"вопили","вопи'ли","010","10","fem","и'ли"
"навлекли","навлекли'","001","1","masc","ли'"
"торговали","торгова'ли","0010","10","fem","а'ли"
"туксус","ту'ксус","10","10","fem","у'ксус"
"границе","грани'це","010","10","fem","и'це"
"бужу","бужу'","01","1","masc","жу'"
"клире","кли'ре","10","10","fem","и'ре"
"россиянка","россия'нка","0010","10","fem","я'нка"
"сравненьем","сравне'ньем","010","10","fem","е'ньем"
"трудимся","тру'димся","100","100","dactylic","у'димся"
"святополк","святопо'лк","001","1","masc","о'лк"
"глеба","гле'ба","10","10","fem","е'ба"
"следя","следя'","01","1","masc","дя'"
"мертвечины","мертвечи'ны","0010","10","fem","и'ны"
"полукруг","полукру'г","001","1","masc","у'г"
"заветно","заве'тно","010","10","fem","е'тно"
"вероникой","верони'кой","0010","10","fem","и'кой"
"безотказно","безотка'зно","0010","10","fem","а'зно"
"прокляну","прокляну'","001","1","masc","ну'"
"довести","довести'","001","1","masc","ти'"
"разнесла","разнесла'","001","1","masc","ла'"
"восхвален","восхвалё'н","001'","001'","other","ё'н"
"преставали","престава'ли","0010","10","fem","а'ли"
"воспламенялась","воспламеня'лась","00010","10","fem","я'лась"
"истребленью","истребле'нью","0010","10","fem","е'нью"
"обыдет","обы'дет","010","10","fem","ы'дет"
"преходящих","преходя'щих","0010","10","fem","я'щих"
"заповедан","запове'дан","0010","10","fem","е'дан"
"переменя","переменя'","0001","1","masc","ня'"
"сраженью","сра'женью","100","100","dactylic","а'женью"
"потщилась","потщи'лась","010","10","fem","и'лась"
"зашевелилось","зашевели'лось","00010","10","fem","и'лось"
"замкнутся","замкну'тся","010","10","fem","у'тся"
"нещастну","неща'стну","010","10","fem","а'стну"
"расстилают","расстила'ют","0010","10","fem","а'ют"
"засвистели","засвисте'ли","0010","10","fem","е'ли"
"распадутся","распаду'тся","0010","10","fem","у'тся"
"ботины","боти'ны","010","10","fem","и'ны"
"протеев","проте'ев","010","10","fem","е'ев"
"кимвалы","кимва'лы","010","10","fem","а'лы"
"проливши","проли'вши","010","10","fem","и'вши"
"преклонился","преклони'лся","0010","10","fem","и'лся"
"окруженно","окру'женно","0100","100","dactylic","у'женно"
"разнесутся","разнесу'тся","0010","10","fem","у'тся"
"доброте","доброте'","001","1","masc","те'"
"гадам","га'дам","10","10","fem","а'дам"
"рассек","рассё'к","01","1","masc","ё'к"
"желанна","жела'нна","010","10","fem","а'нна"
"пресвятыя","пресвяты'я","0010","10","fem","ы'я"
"изображенна","изображе'нна","00010","10","fem","е'нна"
"изумеваясь","изумева'ясь","00010","10","fem","а'ясь"
"постигся","пости'гся","010","10","fem","и'гся"
"вперя","вперя'","01","1","masc","ря'"
"всесвятыя","все'святыя","1000","1000","other","е'святыя"
"предприемлет","предприемле'т","0001","1","masc","е'т"
"дыхать","дыха'ть","01","1","masc","а'ть"
"изсек","изсе'к","01","1","masc","е'к"
"необозрима","необозри'ма","00010","10","fem","и'ма"
"светяща","све'тяща","100","100","dactylic","е'тяща"
"смиряя","смиря'я","010","10","fem","я'я"
"обмирал","обмира'л","001","1","masc","а'л"
"процвесть","про'цвесть","10","10","fem","о'цвесть"
"предстатель","предста'тель","010","10","fem","а'тель"
"убегу","убегу'","001","1","masc","гу'"
"удивившись","удиви'вшись","0010","10","fem","и'вшись"
"осердилась","осерди'лась","0010","10","fem","и'лась"
"коротаю","корота'ю","0010","10","fem","а'ю"
"табунам","табуна'м","001","1","masc","а'м"
"кумызом","ку'мызом","100","100","dactylic","у'мызом"
"определен","определё'н","0001'","0001'","other","ё'н"
"терей","тере'й","01","1","masc","е'й"
"сдувает","сдува'ет","010","10","fem","а'ет"
"вырывался","вырыва'лся","0010","10","fem","а'лся"
"удивлять","удивля'ть","001","1","masc","я'ть"
"предзнанье","предзна'нье","010","10","fem","а'нье"
"толкованья","толкова'нья","0010","10","fem","а'нья"
"ганзою","га'нзою","100","100","dactylic","а'нзою"
"саль","са'ль","1","1","masc","а'ль"
"отр","о'тр","1","1","masc","о'тр"
"желтоватый","желтова'тый","0010","10","fem","а'тый"
"жюда","жюда'","01","1","masc","да'"
"продаватель","продава'тель","0010","10","fem","а'тель"
"погребщик","погребщи'к","001","1","masc","и'к"
"иероглифы","иеро'глифы","00100","100","dactylic","о'глифы"
