"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"3915","C_633__149","A_218","Крылов И.А.","Крылов И.","Котел и горшок","","Горшок с Котлом большую дружбу свел,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__149.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 249-250","","col"
"3916","C_633__150","A_218","Крылов И.А.","Крылов И.","Дикие козы","","Пастух нашел зимой в пещере Диких Коз;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__150.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 251-252","","col"
"3917","C_633__151","A_218","Крылов И.А.","Крылов И.","Соловьи","","Какой - то птицелов","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__151.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 252-253","","col"
"3918","C_633__152","A_218","Крылов И.А.","Крылов И.","Голик","","Запачканный Голик попал в большую честь —","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__152.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 254","","col"
"3919","C_633__153","A_218","Крылов И.А.","Крылов И.","Крестьянин и овца","","Крестьянин позвал в суд Овцу;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__153.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 254-255","","col"
"3920","C_633__154","A_218","Крылов И.А.","Крылов И.","Скупой","","Какой - то домовой стерег богатый клад,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__154.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 256-257","","col"
"3921","C_633__155","A_218","Крылов И.А.","Крылов И.","Богач и поэт","","С великим Богачом Поэт затеял суд,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__155.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 257-258","","col"
"3922","C_633__156","A_218","Крылов И.А.","Крылов И.","Волк и мышенок","","Из стада серый Волк","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__156.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 259","","col"
"3923","C_633__157","A_218","Крылов И.А.","Крылов И.","Два мужика","","""Здорово, кум Фаддей!"" — ""Здорово, кум Егор!"" ","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__157.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 260-261","","col"
"3924","C_633__158","A_218","Крылов И.А.","Крылов И.","Котенок и скворец","","В каком - то доме был Скворец,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__158.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 261-262","","col"
"3925","C_633__159","A_218","Крылов И.А.","Крылов И.","Две собаки","","Дворовый, верный пес","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__159.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 263-264","","col"
"3926","C_633__160","A_218","Крылов И.А.","Крылов И.","Кошка и соловей","","Поймала Кошка Соловья,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__160.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 264-265","","col"
"3927","C_633__161","A_218","Крылов И.А.","Крылов И.","Рыбьи пляски","","Имея в области своей","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__161.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 266-267","","col"
"3928","C_633__162","A_218","Крылов И.А.","Крылов И.","Прихожанин","","Есть люди: будь лишь им приятель, ","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__162.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 268-269","","col"
"3929","C_633__163","A_218","Крылов И.А.","Крылов И.","Ворона","","Когда не хочешь быть смешон,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__163.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 269-270","","col"
"3930","C_633__164","A_218","Крылов И.А.","Крылов И.","Лев состарившийся","","Могучий Лев, гроза лесов,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__164.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 273-274","","col"
"3931","C_633__165","A_218","Крылов И.А.","Крылов И.","Лев, серна и лиса","","По дебрям гнался Лев за Серной;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__165.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 274-275","","col"
"3932","C_633__166","A_218","Крылов И.А.","Крылов И.","Крестьянин и лошадь","","Крестьянин засевал овес;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__166.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 276","","col"
"3933","C_633__167","A_218","Крылов И.А.","Крылов И.","Белка","","У Льва служила Белка,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__167.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 277","","col"
"3934","C_633__168","A_218","Крылов И.А.","Крылов И.","Щука","","На Щуку подан в суд донос.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__168.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 278-279","","col"
"3935","C_633__169","A_218","Крылов И.А.","Крылов И.","Кукушка и орел","","Орел пожаловал Кукушку в соловьи.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__169.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 279","","col"
"3936","C_633__170","A_218","Крылов И.А.","Крылов И.","Бритвы","","С знакомцем съехавшись однажды я в дороге,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__170.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 280-281","","col"
"3937","C_633__171","A_218","Крылов И.А.","Крылов И.","Сокол и червяк","","В вершине дерева за ветку уцепясь,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__171.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 281","","col"
"3938","C_633__172","A_218","Крылов И.А.","Крылов И.","Бедный богач","","""Ну стоит ли богатым быть,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__172.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 282-284","","col"
"3939","C_633__173","A_218","Крылов И.А.","Крылов И.","Булат","","Булатной сабли острый клинок","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__173.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 284-285","","col"
"3940","C_633__174","A_218","Крылов И.А.","Крылов И.","Купец","","""Поди - ка, брат Андрей!","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__174.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 286","","col"
"3941","C_633__175","A_218","Крылов И.А.","Крылов И.","Пушки и паруса","","На корабле у Пушек с Парусами","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__175.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 287-288","","col"
